fact,year,date,source
"1775: The Society for the Relief of Free Negroes Unlawfully Held in Bondage, the first abolition society in North America, is organized in Philadelphia by Benjamin Franklin and Benjamin Rush.",1775,4/14,wikipedia/muffinlabs
1865: U.S. President Abraham Lincoln is shot in Ford's Theatre by John Wilkes Booth; Lincoln dies the following day.,1865,4/14,wikipedia/muffinlabs
"1865: William H. Seward, the U.S. Secretary of State, and his family are attacked at home by Lewis Powell.",1865,4/14,wikipedia/muffinlabs
"1881: The Four Dead in Five Seconds Gunfight occurs in El Paso, Texas.",1881,4/14,wikipedia/muffinlabs
"1890: The Pan-American Union is founded by the First International Conference of American States in Washington, D.C.",1890,4/14,wikipedia/muffinlabs
"1894: The first ever commercial motion picture house opens in New York City, United States. It uses ten Kinetoscopes, devices for peep-show viewing of films.",1894,4/14,wikipedia/muffinlabs
1929: The inaugural Monaco Grand Prix takes place in the Principality of Monaco. William Grover-Williams wins driving a Bugatti Type 35.,1929,4/14,wikipedia/muffinlabs
"1935: The Black Sunday dust storm, considered one of the worst storms of the Dust Bowl, sweeps across the Oklahoma and Texas panhandles and neighboring areas.",1935,4/14,wikipedia/muffinlabs
"1967: Gnassingbé Eyadéma overthrows Nicolas Grunitzky and installs himself as the new President of Togo, a title he will hold for the next 38 years.",1967,4/14,wikipedia/muffinlabs
1978: Tbilisi demonstrations: Thousands of Georgians demonstrate against Soviet attempts to change the constitutional status of the Georgian language.,1978,4/14,wikipedia/muffinlabs
1991: The Republic of Georgia introduces the post of President following its declaration of independence from the Soviet Union.,1991,4/14,wikipedia/muffinlabs
"1994: In a friendly fire incident during Operation Provide Comfort in northern Iraq, two U.S. Air Force aircraft mistakenly shoot-down two U.S. Army helicopters, killing 26 people.",1994,4/14,wikipedia/muffinlabs
2002: Venezuelan president Hugo Chávez returns to office two days after being ousted and arrested by the country's military.,2002,4/14,wikipedia/muffinlabs
"2003: U.S. troops in Baghdad capture Abu Abbas, leader of the Palestinian group that killed an American on the hijacked cruise liner MS Achille Lauro in 1985.",2003,4/14,wikipedia/muffinlabs
2005: The Oregon Supreme Court nullifies marriage licenses issued to same-sex couples a year earlier by Multnomah County.,2005,4/14,wikipedia/muffinlabs
1642: Irish Confederate Wars: A Confederate Irish militia is routed in the Battle of Kilrush when it attempts to halt the progress of a Royalist Army.,1642,4/15,wikipedia/muffinlabs
1715: The Pocotaligo Massacre triggers the start of the Yamasee War in colonial South Carolina.,1715,4/15,wikipedia/muffinlabs
"1817: Thomas Hopkins Gallaudet and Laurent Clerc found the American School for the Deaf (then called the Connecticut Asylum for the Education and Instruction of Deaf and Dumb Persons), the first American school for deaf students, in Hartford, Connecticut.",1817,4/15,wikipedia/muffinlabs
"1861: President Abraham Lincoln calls for 75,000 militiamen to quell the insurrection that soon became the American Civil War.",1861,4/15,wikipedia/muffinlabs
"1865: President Abraham Lincoln dies after being shot the previous evening by actor John Wilkes Booth. Three hours later, Vice President Andrew Johnson is sworn in as president.",1865,4/15,wikipedia/muffinlabs
"1900: Philippine-American War: Filipino guerrillas launch a surprise attack on U.S. infantry and begin a four-day siege of Catubig, Philippines.",1900,4/15,wikipedia/muffinlabs
"1920: Two security guards are murdered during a robbery in South Braintree, Massachusetts. Anarchists Sacco and Vanzetti would be convicted of and executed for the crime, amid much controversy.",1920,4/15,wikipedia/muffinlabs
"1922: U.S. Senator John B. Kendrick of Wyoming introduces a resolution calling for an investigation of a secret land deal, which leads to the discovery of the Teapot Dome scandal.",1922,4/15,wikipedia/muffinlabs
"1923: Racially motivated Nihon Shōgakkō fire lit by a serial arsonist kills 10 children in Sacramento, California.",1923,4/15,wikipedia/muffinlabs
"1955: McDonald's restaurant dates its founding to the opening of a franchised restaurant by Ray Kroc, in Des Plaines, Illinois.",1955,4/15,wikipedia/muffinlabs
"1969: The EC-121 shootdown incident: North Korea shoots down a United States Navy aircraft over the Sea of Japan, killing all 31 on board.",1969,4/15,wikipedia/muffinlabs
"1970: During the Cambodian Civil War, massacre of the Vietnamese minority results in 800 bodies flowing down the Mekong river into South Vietnam.",1970,4/15,wikipedia/muffinlabs
"1986: The United States launches Operation El Dorado Canyon, its bombing raids against Libyan targets in response to a discotheque bombing in West Germany that killed two U.S. servicemen.",1986,4/15,wikipedia/muffinlabs
"2013: Two bombs explode near the finish line at the Boston Marathon in Boston, Massachusetts, killing three people and injuring over 500 others.",2013,4/15,wikipedia/muffinlabs
"2014: In the worst massacre of the South Sudanese Civil War, more than 400 civilians are gunned down after seeking refuge in houses of worship as well as hospitals.",2014,4/15,wikipedia/muffinlabs
"2021: A mass shooting occurred at a Fedex Ground facility in Indianapolis, Indiana, killing nine and injuring seven.",2021,4/15,wikipedia/muffinlabs
1799: French Revolutionary Wars: The Battle of Mount Tabor: Napoleon drives Ottoman Turks across the River Jordan near Acre.,1799,4/16,wikipedia/muffinlabs
"1818: The United States Senate ratifies the Rush-Bagot Treaty, limiting naval armaments on the Great Lakes and Lake Champlain.",1818,4/16,wikipedia/muffinlabs
"1853: The Great Indian Peninsula Railway opens the first passenger rail in India, from Bori Bunder to Thane.",1853,4/16,wikipedia/muffinlabs
1862: American Civil War: Battle at Lee's Mills in Virginia.,1862,4/16,wikipedia/muffinlabs
"1862: American Civil War: The District of Columbia Compensated Emancipation Act, a bill ending slavery in the District of Columbia, becomes law.",1862,4/16,wikipedia/muffinlabs
"1863: American Civil War: During the Vicksburg Campaign, gunboats commanded by acting Rear Admiral David Dixon Porter run downriver past Confederate artillery batteries at Vicksburg.",1863,4/16,wikipedia/muffinlabs
1878: The Senate of the Grand Duchy of Finland issues a declaration establishing a city of Kotka on the southern part islands from the old Kymi parish.,1878,4/16,wikipedia/muffinlabs
"1910: The oldest existing indoor ice hockey arena still used for the sport in the 21st century, Boston Arena, opens for the first time.",1910,4/16,wikipedia/muffinlabs
"1919: Mohandas Gandhi organizes a day of ""prayer and fasting"" in response to the killing of Indian protesters in the Jallianwala Bagh massacre by the British colonial troops three days earlier.",1919,4/16,wikipedia/muffinlabs
1945: The United States Army liberates Nazi Sonderlager (high security) prisoner-of-war camp Oflag IV-C (better known as Colditz).,1945,4/16,wikipedia/muffinlabs
"1947: An explosion on board a freighter in port causes the city of Texas, United States, to catch fire, killing almost 600 people.",1947,4/16,wikipedia/muffinlabs
"1947: Bernard Baruch first applies the term ""Cold War"" to describe the relationship between the United States and the Soviet Union.",1947,4/16,wikipedia/muffinlabs
"1963: U.S. civil rights campaigner Dr. Martin Luther King Jr. writes his open letter from Birmingham Jail, sometimes known as ""The Negro Is Your Brother"", while incarcerated in Birmingham, Alabama, for protesting against segregation.",1963,4/16,wikipedia/muffinlabs
"1972: Apollo program: The launch of Apollo 16 from Cape Canaveral, Florida.",1972,4/16,wikipedia/muffinlabs
2007: Virginia Tech shooting: Seung-Hui Cho murders 32 people and injures 17 before committing suicide.,2007,4/16,wikipedia/muffinlabs
2008: The U.S. Supreme Court rules in the Baze v. Rees decision that execution by lethal injection does not violate the Eighth Amendment ban against cruel and unusual punishment.,2008,4/16,wikipedia/muffinlabs
2018: The New York Times and the New Yorker win the Pulitzer Prize for Public Service for breaking news of the Harvey Weinstein sexual abuse scandal.,2018,4/16,wikipedia/muffinlabs
1524: Giovanni da Verrazzano reaches New York harbor.,1524,4/17,wikipedia/muffinlabs
1783: American Revolutionary War: Colbert's Raid: A Spanish garrison under Captain Jacobo du Breuil defeat British irregulars at Arkansas Post.,1783,4/17,wikipedia/muffinlabs
"1797: Sir Ralph Abercromby attacks San Juan, Puerto Rico, in what would be one of the largest invasions of the Spanish territories in the Americas.",1797,4/17,wikipedia/muffinlabs
1861: The state of Virginia's secession convention votes to secede from the United States; Virginia later becomes the eighth state to join the Confederate States of America.,1861,4/17,wikipedia/muffinlabs
1863: American Civil War: Grierson's Raid begins: Troops under Union Army Colonel Benjamin Grierson attack central Mississippi.,1863,4/17,wikipedia/muffinlabs
"1864: American Civil War: The Battle of Plymouth begins: Confederate forces attack Plymouth, North Carolina.",1864,4/17,wikipedia/muffinlabs
"1905: The Supreme Court of the United States decides Lochner v. New York, which holds that the ""right to free contract"" is implicit in the due process clause of the Fourteenth Amendment to the United States Constitution.",1905,4/17,wikipedia/muffinlabs
"1907: The Ellis Island immigration center processes 11,747 people, more than on any other day.",1907,4/17,wikipedia/muffinlabs
1945: Historian Tran Trong Kim is appointed the Prime Minister of the Empire of Vietnam.,1945,4/17,wikipedia/muffinlabs
"1964: Jerrie Mock completes the first around-the-world airplane flight by a woman. Her solo flight in the Spirit of Columbus, which took 29 1/2 days, took off and landed at the Port Columbus International Airport in Ohio.",1964,4/17,wikipedia/muffinlabs
1969: Sirhan Sirhan is convicted of assassinating Robert F. Kennedy.,1969,4/17,wikipedia/muffinlabs
1970: Apollo program: The damaged Apollo 13 spacecraft returns to Earth safely.,1970,4/17,wikipedia/muffinlabs
1975: The Cambodian Civil War ends. The Khmer Rouge captures the capital Phnom Penh and Cambodian government forces surrender.,1975,4/17,wikipedia/muffinlabs
"1982: Constitution Act, 1982 Patriation of the Canadian constitution in Ottawa by Proclamation of Elizabeth II, Queen of Canada.",1982,4/17,wikipedia/muffinlabs
"2013: An explosion at a fertilizer plant in the city of West, Texas, kills 15 people and injures 160 others.",2013,4/17,wikipedia/muffinlabs
2014: NASA's Kepler space telescope confirms the discovery of the first Earth-size planet in the habitable zone of another star.,2014,4/17,wikipedia/muffinlabs
1689: Bostonians rise up in rebellion against Sir Edmund Andros.,1689,4/18,wikipedia/muffinlabs
"1775: American Revolution: The British Army advances up the Charles River in Massachusetts to destroy supplies of American militias, while Paul Revere and other riders rapidly warn the countryside.",1775,4/18,wikipedia/muffinlabs
"1783: Three-Fifths Compromise: The first instance of black slaves in the United States of America being counted as three-fifths of persons (for the purpose of taxation), in a resolution of the Congress of the Confederation. This was later adopted in the 1787 Constitution.",1783,4/18,wikipedia/muffinlabs
1847: American victory at the battle of Cerro Gordo opens the way for invasion of Mexico.,1847,4/18,wikipedia/muffinlabs
"1906: The 7.9 Mw earthquake and fire destroy much of San Francisco, California, killing more than 3,000 people, making one of the worst natural disasters in American history.",1906,4/18,wikipedia/muffinlabs
1912: The Cunard liner RMS Carpathia brings 705 survivors from the RMS Titanic to New York City.,1912,4/18,wikipedia/muffinlabs
"1943: World War II: Operation Vengeance, Admiral Isoroku Yamamoto is killed when his aircraft is shot down by U.S. fighters over Bougainville Island.",1943,4/18,wikipedia/muffinlabs
"1946: The International Court of Justice holds its inaugural meeting in The Hague, Netherlands.",1946,4/18,wikipedia/muffinlabs
